Unique.ID,Radar Stations,X,Y,X.Lon,Y.Lat,X.75.N,Y.75.N,X.75.S,Y.75.S,X.75.E,Y.75.E,X.75.W,Y.75.W,X.150.N,Y.150.N,X.150.S,Y.150.S,X.150.E,Y.150.E,X.150.W,Y.150.W
1197,KCCX,1444050.52,2076257.415,-78.7171761093825,40.5142197293999,1444050.52,2151257.415,1444050.52,2001257.415,1519050.52,2076257.415,1369050.52,2076257.415,1444050.52,2226257.415,1444050.52,1926257.415,1594050.52,2076257.415,1294050.52,2076257.415
1198,KCCX,1464790.169,2156253.204,-78.2982613260509,41.1825920274299,1464790.169,2231253.204,1464790.169,2081253.204,1539790.169,2156253.204,1389790.169,2156253.204,1464790.169,2306253.204,1464790.169,2006253.204,1614790.169,2156253.204,1314790.169,2156253.204
1199,KCCX,1491455.432,2111811.099,-78.0836267089076,40.7482884225834,1491455.432,2186811.099,1491455.432,2036811.099,1566455.432,2111811.099,1416455.432,2111811.099,1491455.432,2261811.099,1491455.432,1961811.099,1641455.432,2111811.099,1341455.432,2111811.099
1200,KCCX,1521083.502,2105885.485,-77.7498279220626,40.6463020563762,1521083.502,2180885.485,1521083.502,2030885.485,1596083.502,2105885.485,1446083.502,2105885.485,1521083.502,2255885.485,1521083.502,1955885.485,1671083.502,2105885.485,1371083.502,2105885.485
1201,KCCX,1565525.607,2135513.555,-77.1606718941931,40.8288823336541,1565525.607,2210513.555,1565525.607,2060513.555,1640525.607,2135513.555,1490525.607,2135513.555,1565525.607,2285513.555,1565525.607,1985513.555,1715525.607,2135513.555,1415525.607,2135513.555
1202,KCCX,1444050.52,2105885.485,-78.6531628854984,40.7743682626163,1444050.52,2180885.485,1444050.52,2030885.485,1519050.52,2105885.485,1369050.52,2105885.485,1444050.52,2255885.485,1444050.52,1955885.485,1594050.52,2105885.485,1294050.52,2105885.485
1203,KCCX,1441087.713,2174030.046,-78.5392316171455,41.3776272929224,1441087.713,2249030.046,1441087.713,2099030.046,1516087.713,2174030.046,1366087.713,2174030.046,1441087.713,2324030.046,1441087.713,2024030.046,1591087.713,2174030.046,1291087.713,2174030.046
1204,KCCX,1529971.923,2099959.871,-77.6593577583133,40.5791920450839,1529971.923,2174959.871,1529971.923,2024959.871,1604971.923,2099959.871,1454971.923,2099959.871,1529971.923,2249959.871,1529971.923,1949959.871,1679971.923,2099959.871,1379971.923,2099959.871
1205,KCCX,1447013.327,2120699.52,-78.5861150368246,40.8996325726733,1447013.327,2195699.52,1447013.327,2045699.52,1522013.327,2120699.52,1372013.327,2120699.52,1447013.327,2270699.52,1447013.327,1970699.52,1597013.327,2120699.52,1297013.327,2120699.52
1206,KCCX,1559599.993,2147364.783,-77.2022895818962,40.9430536895419,1559599.993,2222364.783,1559599.993,2072364.783,1634599.993,2147364.783,1484599.993,2147364.783,1559599.993,2297364.783,1559599.993,1997364.783,1709599.993,2147364.783,1409599.993,2147364.783
1207,KCCX,1553674.379,2153290.397,-77.2579671069353,41.0053274279881,1553674.379,2228290.397,1553674.379,2078290.397,1628674.379,2153290.397,1478674.379,2153290.397,1553674.379,2303290.397,1553674.379,2003290.397,1703674.379,2153290.397,1403674.379,2153290.397
1208,KCCX,1503306.66,2156253.204,-77.8439014376847,41.1180732724823,1503306.66,2231253.204,1503306.66,2081253.204,1578306.66,2156253.204,1428306.66,2156253.204,1503306.66,2306253.204,1503306.66,2006253.204,1653306.66,2156253.204,1353306.66,2156253.204
1209,KCCX,1547748.765,2082183.029,-77.4925637922786,40.3928911631176,1547748.765,2157183.029,1547748.765,2007183.029,1622748.765,2082183.029,1472748.765,2082183.029,1547748.765,2232183.029,1547748.765,1932183.029,1697748.765,2082183.029,1397748.765,2082183.029
1210,KCCX,1497381.046,2105885.485,-78.0274295131037,40.6863897064375,1497381.046,2180885.485,1497381.046,2030885.485,1572381.046,2105885.485,1422381.046,2105885.485,1497381.046,2255885.485,1497381.046,1955885.485,1647381.046,2105885.485,1347381.046,2105885.485
1211,KCCX,1491455.432,2096997.064,-78.1167202393278,40.6183606690055,1491455.432,2171997.064,1491455.432,2021997.064,1566455.432,2096997.064,1416455.432,2096997.064,1491455.432,2246997.064,1491455.432,1946997.064,1641455.432,2096997.064,1341455.432,2096997.064
1212,KCCX,1515157.888,2061443.38,-77.919432003114,40.2668364898671,1515157.888,2136443.38,1515157.888,1986443.38,1590157.888,2061443.38,1440157.888,2061443.38,1515157.888,2211443.38,1515157.888,1911443.38,1665157.888,2061443.38,1365157.888,2061443.38
1213,KCCX,1527009.116,2141439.169,-77.5989094458351,40.9477455287378,1527009.116,2216439.169,1527009.116,2066439.169,1602009.116,2141439.169,1452009.116,2141439.169,1527009.116,2291439.169,1527009.116,1991439.169,1677009.116,2141439.169,1377009.116,2141439.169
1214,KCCX,1532934.73,2111811.099,-77.5975514105839,40.6779487194585,1532934.73,2186811.099,1532934.73,2036811.099,1607934.73,2111811.099,1457934.73,2111811.099,1532934.73,2261811.099,1532934.73,1961811.099,1682934.73,2111811.099,1382934.73,2111811.099
1215,KCCX,1509232.274,2123662.327,-77.8483349752547,40.8222688680493,1509232.274,2198662.327,1509232.274,2048662.327,1584232.274,2123662.327,1434232.274,2123662.327,1509232.274,2273662.327,1509232.274,1973662.327,1659232.274,2123662.327,1359232.274,2123662.327
1216,KCCX,1500343.853,2144401.976,-77.9057480485828,41.0191635354075,1500343.853,2219401.976,1500343.853,2069401.976,1575343.853,2144401.976,1425343.853,2144401.976,1500343.853,2294401.976,1500343.853,1994401.976,1650343.853,2144401.976,1350343.853,2144401.976
1217,KCCX,1488492.625,2162178.818,-78.0051635850659,41.1950608339518,1488492.625,2237178.818,1488492.625,2087178.818,1563492.625,2162178.818,1413492.625,2162178.818,1488492.625,2312178.818,1488492.625,2012178.818,1638492.625,2162178.818,1338492.625,2162178.818
1218,KCCX,1479604.204,2061443.38,-78.3338794425605,40.326173076638,1479604.204,2136443.38,1479604.204,1986443.38,1554604.204,2061443.38,1404604.204,2061443.38,1479604.204,2211443.38,1479604.204,1911443.38,1629604.204,2061443.38,1329604.204,2061443.38
1219,KCCX,1464790.169,2144401.976,-78.3245929000142,41.0785694166917,1464790.169,2219401.976,1464790.169,2069401.976,1539790.169,2144401.976,1389790.169,2144401.976,1464790.169,2294401.976,1464790.169,1994401.976,1614790.169,2144401.976,1314790.169,2144401.976
1220,KCCX,1488492.625,2206620.923,-77.9040812681126,41.5849599824784,1488492.625,2281620.923,1488492.625,2131620.923,1563492.625,2206620.923,1413492.625,2206620.923,1488492.625,2356620.923,1488492.625,2056620.923,1638492.625,2206620.923,1338492.625,2206620.923
1221,KCCX,1432199.292,2132550.748,-78.7348544028285,41.0277164905311,1432199.292,2207550.748,1432199.292,2057550.748,1507199.292,2132550.748,1357199.292,2132550.748,1432199.292,2282550.748,1432199.292,1982550.748,1582199.292,2132550.748,1282199.292,2132550.748
1222,KCCX,1441087.713,2085145.836,-78.7327433711894,40.5970473233259,1441087.713,2160145.836,1441087.713,2010145.836,1516087.713,2085145.836,1366087.713,2085145.836,1441087.713,2235145.836,1441087.713,1935145.836,1591087.713,2085145.836,1291087.713,2085145.836
1223,KCCX,1515157.888,2129587.941,-77.7652911801767,40.8641473330927,1515157.888,2204587.941,1515157.888,2054587.941,1590157.888,2129587.941,1440157.888,2129587.941,1515157.888,2279587.941,1515157.888,1979587.941,1665157.888,2129587.941,1365157.888,2129587.941
1224,KCCX,1544785.958,2147364.783,-77.376284387584,40.9689326558412,1544785.958,2222364.783,1544785.958,2072364.783,1619785.958,2147364.783,1469785.958,2147364.783,1544785.958,2297364.783,1544785.958,1997364.783,1694785.958,2147364.783,1394785.958,2147364.783
1225,KCCX,1441087.713,2185881.274,-78.5131055630783,41.4817224489272,1441087.713,2260881.274,1441087.713,2110881.274,1516087.713,2185881.274,1366087.713,2185881.274,1441087.713,2335881.274,1441087.713,2035881.274,1591087.713,2185881.274,1291087.713,2185881.274
1226,KCCX,1494418.239,2120699.52,-78.0289242085254,40.8212784005999,1494418.239,2195699.52,1494418.239,2045699.52,1569418.239,2120699.52,1419418.239,2120699.52,1494418.239,2270699.52,1494418.239,1970699.52,1644418.239,2120699.52,1344418.239,2120699.52
1227,KCCX,1423310.871,2114773.906,-78.87788181563,40.8858370554194,1423310.871,2189773.906,1423310.871,2039773.906,1498310.871,2114773.906,1348310.871,2114773.906,1423310.871,2264773.906,1423310.871,1964773.906,1573310.871,2114773.906,1273310.871,2114773.906
1228,KCCX,1494418.239,2153290.397,-77.9553939983918,41.1071185456793,1494418.239,2228290.397,1494418.239,2078290.397,1569418.239,2153290.397,1419418.239,2153290.397,1494418.239,2303290.397,1494418.239,2003290.397,1644418.239,2153290.397,1344418.239,2153290.397
1229,KCCX,1476641.397,2126625.134,-78.2245488155059,40.9029386234494,1476641.397,2201625.134,1476641.397,2051625.134,1551641.397,2126625.134,1401641.397,2126625.134,1476641.397,2276625.134,1476641.397,1976625.134,1626641.397,2126625.134,1326641.397,2126625.134
1230,KCCX,1441087.713,2182918.467,-78.5196443207245,41.4556981709822,1441087.713,2257918.467,1441087.713,2107918.467,1516087.713,2182918.467,1366087.713,2182918.467,1441087.713,2332918.467,1441087.713,2032918.467,1591087.713,2182918.467,1291087.713,2182918.467
1231,KCCX,1432199.292,2114773.906,-78.7732760569591,40.8715709254151,1432199.292,2189773.906,1432199.292,2039773.906,1507199.292,2114773.906,1357199.292,2114773.906,1432199.292,2264773.906,1432199.292,1964773.906,1582199.292,2114773.906,1282199.292,2114773.906
1232,KCCX,1500343.853,2159216.011,-77.8720789335637,41.1490764931558,1500343.853,2234216.011,1500343.853,2084216.011,1575343.853,2159216.011,1425343.853,2159216.011,1500343.853,2309216.011,1500343.853,2009216.011,1650343.853,2159216.011,1350343.853,2159216.011
1233,KCCX,1470715.783,2058480.573,-78.4440601402609,40.3147978458202,1470715.783,2133480.573,1470715.783,1983480.573,1545715.783,2058480.573,1395715.783,2058480.573,1470715.783,2208480.573,1470715.783,1908480.573,1620715.783,2058480.573,1320715.783,2058480.573
1234,KCCX,1521083.502,2067368.994,-77.837075068383,40.3087459417363,1521083.502,2142368.994,1521083.502,1992368.994,1596083.502,2067368.994,1446083.502,2067368.994,1521083.502,2217368.994,1521083.502,1917368.994,1671083.502,2067368.994,1371083.502,2067368.994
1235,KCCX,1497381.046,2135513.555,-77.9607301435742,40.9462152956956,1497381.046,2210513.555,1497381.046,2060513.555,1572381.046,2135513.555,1422381.046,2135513.555,1497381.046,2285513.555,1497381.046,1985513.555,1647381.046,2135513.555,1347381.046,2135513.555
1236,KCCX,1485529.818,2165141.625,-78.0334425736983,41.2260305259485,1485529.818,2240141.625,1485529.818,2090141.625,1560529.818,2165141.625,1410529.818,2165141.625,1485529.818,2315141.625,1485529.818,2015141.625,1635529.818,2165141.625,1335529.818,2165141.625
1237,KCCX,1527009.116,2182918.467,-77.5028366553895,41.3112646693505,1527009.116,2257918.467,1527009.116,2107918.467,1602009.116,2182918.467,1452009.116,2182918.467,1527009.116,2332918.467,1527009.116,2032918.467,1677009.116,2182918.467,1377009.116,2182918.467
1238,KCCX,1547748.765,2176992.853,-77.2719907550471,41.2232920766568,1547748.765,2251992.853,1547748.765,2101992.853,1622748.765,2176992.853,1472748.765,2176992.853,1547748.765,2326992.853,1547748.765,2026992.853,1697748.765,2176992.853,1397748.765,2176992.853
1239,KCCX,1512195.081,2099959.871,-77.8672952524864,40.609461714989,1512195.081,2174959.871,1512195.081,2024959.871,1587195.081,2099959.871,1437195.081,2099959.871,1512195.081,2249959.871,1512195.081,1949959.871,1662195.081,2099959.871,1362195.081,2099959.871
1240,KCCX,1553674.379,2171067.239,-77.2161291334394,41.1610129090674,1553674.379,2246067.239,1553674.379,2096067.239,1628674.379,2171067.239,1478674.379,2171067.239,1553674.379,2321067.239,1553674.379,2021067.239,1703674.379,2171067.239,1403674.379,2171067.239
1241,KCCX,1535897.537,2088108.643,-77.6172213682288,40.4652010866845,1535897.537,2163108.643,1535897.537,2013108.643,1610897.537,2088108.643,1460897.537,2088108.643,1535897.537,2238108.643,1535897.537,1938108.643,1685897.537,2088108.643,1385897.537,2088108.643
1242,KCCX,1503306.66,2188844.081,-77.76931040831,41.4038786527379,1503306.66,2263844.081,1503306.66,2113844.081,1578306.66,2188844.081,1428306.66,2188844.081,1503306.66,2338844.081,1503306.66,2038844.081,1653306.66,2188844.081,1353306.66,2188844.081
1243,KCCX,1449976.134,2094034.257,-78.6093205754514,40.6606984027126,1449976.134,2169034.257,1449976.134,2019034.257,1524976.134,2094034.257,1374976.134,2094034.257,1449976.134,2244034.257,1449976.134,1944034.257,1599976.134,2094034.257,1299976.134,2094034.257
1244,KCCX,1473678.59,2061443.38,-78.4030206006073,40.3359304452782,1473678.59,2136443.38,1473678.59,1986443.38,1548678.59,2061443.38,1398678.59,2061443.38,1473678.59,2211443.38,1473678.59,1911443.38,1623678.59,2061443.38,1323678.59,2061443.38
1245,KCCX,1491455.432,2126625.134,-78.0504119329176,40.8782199012181,1491455.432,2201625.134,1491455.432,2051625.134,1566455.432,2126625.134,1416455.432,2126625.134,1491455.432,2276625.134,1491455.432,1976625.134,1641455.432,2126625.134,1341455.432,2126625.134
1246,KCCX,1527009.116,2200695.309,-77.4613587256119,41.467072921933,1527009.116,2275695.309,1527009.116,2125695.309,1602009.116,2200695.309,1452009.116,2200695.309,1527009.116,2350695.309,1527009.116,2050695.309,1677009.116,2200695.309,1377009.116,2200695.309
1247,KCCX,1438124.906,2088108.643,-78.7611003925571,40.6278406713287,1438124.906,2163108.643,1438124.906,2013108.643,1513124.906,2088108.643,1363124.906,2088108.643,1438124.906,2238108.643,1438124.906,1938108.643,1588124.906,2088108.643,1288124.906,2088108.643
1248,KCCX,1447013.327,2094034.257,-78.6440701223849,40.6655074677242,1447013.327,2169034.257,1447013.327,2019034.257,1522013.327,2094034.257,1372013.327,2094034.257,1447013.327,2244034.257,1447013.327,1944034.257,1597013.327,2094034.257,1297013.327,2094034.257
1249,KCCX,1476641.397,2150327.59,-78.1716447386312,41.1109153919176,1476641.397,2225327.59,1476641.397,2075327.59,1551641.397,2150327.59,1401641.397,2150327.59,1476641.397,2300327.59,1476641.397,2000327.59,1626641.397,2150327.59,1326641.397,2150327.59
1250,KCCX,1449976.134,2147364.783,-78.4928041874074,41.1289314555754,1449976.134,2222364.783,1449976.134,2072364.783,1524976.134,2147364.783,1374976.134,2147364.783,1449976.134,2297364.783,1449976.134,1997364.783,1599976.134,2147364.783,1299976.134,2147364.783
1251,KCCX,1461827.362,2085145.836,-78.4897869209698,40.5633562032423,1461827.362,2160145.836,1461827.362,2010145.836,1536827.362,2085145.836,1386827.362,2085145.836,1461827.362,2235145.836,1461827.362,1935145.836,1611827.362,2085145.836,1311827.362,2085145.836
1252,KCCX,1455901.748,2138476.362,-78.4424758680447,41.0411851300495,1455901.748,2213476.362,1455901.748,2063476.362,1530901.748,2138476.362,1380901.748,2138476.362,1455901.748,2288476.362,1455901.748,1988476.362,1605901.748,2138476.362,1305901.748,2138476.362
1253,KCLE,1147769.82,2070331.801,-82.2176006750335,40.8925310405724,1147769.82,2145331.801,1147769.82,1995331.801,1222769.82,2070331.801,1072769.82,2070331.801,1147769.82,2220331.801,1147769.82,1920331.801,1297769.82,2070331.801,997769.82,2070331.801
1254,KCLE,1168509.469,2070331.801,-81.9721299086301,40.8655292672893,1168509.469,2145331.801,1168509.469,1995331.801,1243509.469,2070331.801,1093509.469,2070331.801,1168509.469,2220331.801,1168509.469,1920331.801,1318509.469,2070331.801,1018509.469,2070331.801
1255,KCLE,1121104.557,2105885.485,-82.4730975902432,41.2408959084296,1121104.557,2180885.485,1121104.557,2030885.485,1196104.557,2105885.485,1046104.557,2105885.485,1121104.557,2255885.485,1121104.557,1955885.485,1271104.557,2105885.485,971104.557,2105885.485
1256,KCLE,1156658.241,2138476.362,-81.9926428543805,41.4831464372694,1156658.241,2213476.362,1156658.241,2063476.362,1231658.241,2138476.362,1081658.241,2138476.362,1156658.241,2288476.362,1156658.241,1988476.362,1306658.241,2138476.362,1006658.241,2138476.362
1257,KCLE,1127030.171,2082183.029,-82.4430878162928,41.0238231548551,1127030.171,2157183.029,1127030.171,2007183.029,1202030.171,2082183.029,1052030.171,2082183.029,1127030.171,2232183.029,1127030.171,1932183.029,1277030.171,2082183.029,977030.171,2082183.029
1258,KCLE,1118141.75,2094034.257,-82.5285020997226,41.139852148873,1118141.75,2169034.257,1118141.75,2019034.257,1193141.75,2094034.257,1043141.75,2094034.257,1118141.75,2244034.257,1118141.75,1944034.257,1268141.75,2094034.257,968141.75,2094034.257
1259,KCLE,1124067.364,2091071.45,-82.4631197022708,41.1061609634893,1124067.364,2166071.45,1124067.364,2016071.45,1199067.364,2091071.45,1049067.364,2091071.45,1124067.364,2241071.45,1124067.364,1941071.45,1274067.364,2091071.45,974067.364,2091071.45
1260,KCLE,1118141.75,2079220.222,-82.5535873213731,41.0088695155617,1118141.75,2154220.222,1118141.75,2004220.222,1193141.75,2079220.222,1043141.75,2079220.222,1118141.75,2229220.222,1118141.75,1929220.222,1268141.75,2079220.222,968141.75,2079220.222
1261,KCLE,1212951.574,2168104.432,-81.2663207947926,41.6690928324661,1212951.574,2243104.432,1212951.574,2093104.432,1287951.574,2168104.432,1137951.574,2168104.432,1212951.574,2318104.432,1212951.574,2018104.432,1362951.574,2168104.432,1062951.574,2168104.432
1262,KCLE,1221839.995,2174030.046,-81.1489381786355,41.7090926229266,1221839.995,2249030.046,1221839.995,2099030.046,1296839.995,2174030.046,1146839.995,2174030.046,1221839.995,2324030.046,1221839.995,2024030.046,1371839.995,2174030.046,1071839.995,2174030.046
1263,KCLE,1153695.434,2067368.994,-82.1525941700185,40.8586878529995,1153695.434,2142368.994,1153695.434,1992368.994,1228695.434,2067368.994,1078695.434,2067368.994,1153695.434,2217368.994,1153695.434,1917368.994,1303695.434,2067368.994,1003695.434,2067368.994
1264,KCLE,1162583.855,2105885.485,-81.9797254617393,41.1873845295516,1162583.855,2180885.485,1162583.855,2030885.485,1237583.855,2105885.485,1087583.855,2105885.485,1162583.855,2255885.485,1162583.855,1955885.485,1312583.855,2105885.485,1012583.855,2105885.485
1265,KCLE,1150732.627,2102922.678,-82.1257926089189,41.1766849595699,1150732.627,2177922.678,1150732.627,2027922.678,1225732.627,2102922.678,1075732.627,2102922.678,1150732.627,2252922.678,1150732.627,1952922.678,1300732.627,2102922.678,1000732.627,2102922.678
1266,KCLE,1141844.206,2096997.064,-82.2417321037355,41.1358180322862,1141844.206,2171997.064,1141844.206,2021997.064,1216844.206,2096997.064,1066844.206,2096997.064,1141844.206,2246997.064,1141844.206,1946997.064,1291844.206,2096997.064,991844.206,2096997.064
1267,KCLE,1132955.785,2096997.064,-82.3473570076142,41.1472276620355,1132955.785,2171997.064,1132955.785,2021997.064,1207955.785,2096997.064,1057955.785,2096997.064,1132955.785,2246997.064,1132955.785,1946997.064,1282955.785,2096997.064,982955.785,2096997.064
1268,KCLE,1129992.978,2114773.906,-82.3520176139538,41.3081707095177,1129992.978,2189773.906,1129992.978,2039773.906,1204992.978,2114773.906,1054992.978,2114773.906,1129992.978,2264773.906,1129992.978,1964773.906,1279992.978,2114773.906,979992.978,2114773.906
1269,KCLE,1224802.802,2171067.239,-81.119104563978,41.6788138973766,1224802.802,2246067.239,1224802.802,2096067.239,1299802.802,2171067.239,1149802.802,2171067.239,1224802.802,2321067.239,1224802.802,2021067.239,1374802.802,2171067.239,1074802.802,2171067.239
1270,KCLE,1127030.171,2114773.906,-82.3873140962903,41.3119537890907,1127030.171,2189773.906,1127030.171,2039773.906,1202030.171,2114773.906,1052030.171,2114773.906,1127030.171,2264773.906,1127030.171,1964773.906,1277030.171,2114773.906,977030.171,2114773.906
1271,KCLE,1109253.329,2102922.678,-82.6191981216387,41.2296321901305,1109253.329,2177922.678,1109253.329,2027922.678,1184253.329,2102922.678,1034253.329,2102922.678,1109253.329,2252922.678,1109253.329,1952922.678,1259253.329,2102922.678,959253.329,2102922.678
1272,KCLE,1156658.241,2094034.257,-82.0709609050782,41.0904299910549,1156658.241,2169034.257,1156658.241,2019034.257,1231658.241,2094034.257,1081658.241,2094034.257,1156658.241,2244034.257,1156658.241,1944034.257,1306658.241,2094034.257,1006658.241,2094034.257
1273,KCLE,1144807.013,2091071.45,-82.216813907485,41.0796272074531,1144807.013,2166071.45,1144807.013,2016071.45,1219807.013,2091071.45,1069807.013,2091071.45,1144807.013,2241071.45,1144807.013,1941071.45,1294807.013,2091071.45,994807.013,2091071.45
1274,KCLE,1192211.925,2156253.204,-81.5360745137607,41.5927962648516,1192211.925,2231253.204,1192211.925,2081253.204,1267211.925,2156253.204,1117211.925,2156253.204,1192211.925,2306253.204,1192211.925,2006253.204,1342211.925,2156253.204,1042211.925,2156253.204
1275,KCLE,1209988.767,2165141.625,-81.3072581829528,41.6470161440485,1209988.767,2240141.625,1209988.767,2090141.625,1284988.767,2165141.625,1134988.767,2165141.625,1209988.767,2315141.625,1209988.767,2015141.625,1359988.767,2165141.625,1059988.767,2165141.625
1276,KCLE,1124067.364,2088108.643,-82.4681659982396,41.0799669993374,1124067.364,2163108.643,1124067.364,2013108.643,1199067.364,2088108.643,1049067.364,2088108.643,1124067.364,2238108.643,1124067.364,1938108.643,1274067.364,2088108.643,974067.364,2088108.643
1277,KCLE,1103327.715,2120699.52,-82.6598374823711,41.3942850111407,1103327.715,2195699.52,1103327.715,2045699.52,1178327.715,2120699.52,1028327.715,2120699.52,1103327.715,2270699.52,1103327.715,1970699.52,1253327.715,2120699.52,953327.715,2120699.52
1278,KCLE,1115178.943,2094034.257,-82.56372390917,41.1435860210617,1115178.943,2169034.257,1115178.943,2019034.257,1190178.943,2094034.257,1040178.943,2094034.257,1115178.943,2244034.257,1115178.943,1944034.257,1265178.943,2094034.257,965178.943,2094034.257
1279,KCLE,1165546.662,2117736.713,-81.9234985902177,41.2881928792653,1165546.662,2192736.713,1165546.662,2042736.713,1240546.662,2117736.713,1090546.662,2117736.713,1165546.662,2267736.713,1165546.662,1967736.713,1315546.662,2117736.713,1015546.662,2117736.713
1280,KCLE,1147769.82,2117736.713,-82.1351359089994,41.3114538914398,1147769.82,2192736.713,1147769.82,2042736.713,1222769.82,2117736.713,1072769.82,2117736.713,1147769.82,2267736.713,1147769.82,1967736.713,1297769.82,2117736.713,997769.82,2117736.713
1281,KCLE,1106290.522,2088108.643,-82.6793545487024,41.1023235430068,1106290.522,2163108.643,1106290.522,2013108.643,1181290.522,2088108.643,1031290.522,2088108.643,1106290.522,2238108.643,1106290.522,1938108.643,1256290.522,2088108.643,956290.522,2088108.643
1282,KCLE,1138881.399,2114773.906,-82.2461509499687,41.2967631866877,1138881.399,2189773.906,1138881.399,2039773.906,1213881.399,2114773.906,1063881.399,2114773.906,1138881.399,2264773.906,1138881.399,1964773.906,1288881.399,2114773.906,988881.399,2114773.906
1283,KCLX,1420348.064,1237783.034,-80.6053293799453,33.1719629006428,1420348.064,1312783.034,1420348.064,1162783.034,1495348.064,1237783.034,1345348.064,1237783.034,1420348.064,1387783.034,1420348.064,1087783.034,1570348.064,1237783.034,1270348.064,1237783.034
1284,KCLX,1358129.117,1234820.227,-81.2736488407182,33.233711533572,1358129.117,1309820.227,1358129.117,1159820.227,1433129.117,1234820.227,1283129.117,1234820.227,1358129.117,1384820.227,1358129.117,1084820.227,1508129.117,1234820.227,1208129.117,1234820.227
1285,KCLX,1310724.205,1178526.894,-81.8700273165075,32.7993521731554,1310724.205,1253526.894,1310724.205,1103526.894,1385724.205,1178526.894,1235724.205,1178526.894,1310724.205,1328526.894,1310724.205,1028526.894,1460724.205,1178526.894,1160724.205,1178526.894
1286,KCLX,1429236.485,1181489.701,-80.6086233403112,32.6612433482207,1429236.485,1256489.701,1429236.485,1106489.701,1504236.485,1181489.701,1354236.485,1181489.701,1429236.485,1331489.701,1429236.485,1031489.701,1579236.485,1181489.701,1279236.485,1181489.701
1287,KCLX,1381831.573,1217043.385,-81.0509037804039,33.0433755663487,1381831.573,1292043.385,1381831.573,1142043.385,1456831.573,1217043.385,1306831.573,1217043.385,1381831.573,1367043.385,1381831.573,1067043.385,1531831.573,1217043.385,1231831.573,1217043.385
1288,KCLX,1334426.661,1214080.578,-81.5605827293715,33.0825578578325,1334426.661,1289080.578,1334426.661,1139080.578,1409426.661,1214080.578,1259426.661,1214080.578,1334426.661,1364080.578,1334426.661,1064080.578,1484426.661,1214080.578,1184426.661,1214080.578
1289,KCLX,1402571.222,1196303.736,-80.8657209174851,32.8305509322841,1402571.222,1271303.736,1402571.222,1121303.736,1477571.222,1196303.736,1327571.222,1196303.736,1402571.222,1346303.736,1402571.222,1046303.736,1552571.222,1196303.736,1252571.222,1196303.736
1290,KCLX,1372943.152,1151861.631,-81.2540443893938,32.478614861593,1372943.152,1226861.631,1372943.152,1076861.631,1447943.152,1151861.631,1297943.152,1151861.631,1372943.152,1301861.631,1372943.152,1001861.631,1522943.152,1151861.631,1222943.152,1151861.631
1291,KCLX,1402571.222,1252597.069,-80.7691951468935,33.3284800353006,1402571.222,1327597.069,1402571.222,1177597.069,1477571.222,1252597.069,1327571.222,1252597.069,1402571.222,1402597.069,1402571.222,1102597.069,1552571.222,1252597.069,1252571.222,1252597.069
1292,KCLX,1372943.152,1107419.526,-81.3271554380888,32.0846990123557,1372943.152,1182419.526,1372943.152,1032419.526,1447943.152,1107419.526,1297943.152,1107419.526,1372943.152,1257419.526,1372943.152,957419.526,1522943.152,1107419.526,1222943.152,1107419.526
1293,KCLX,1417385.257,1214080.578,-80.6779480160946,32.9666399650986,1417385.257,1289080.578,1417385.257,1139080.578,1492385.257,1214080.578,1342385.257,1214080.578,1417385.257,1364080.578,1417385.257,1064080.578,1567385.257,1214080.578,1267385.257,1214080.578
1294,KCLX,1426273.678,1214080.578,-80.5835352223066,32.9538148404835,1426273.678,1289080.578,1426273.678,1139080.578,1501273.678,1214080.578,1351273.678,1214080.578,1426273.678,1364080.578,1426273.678,1064080.578,1576273.678,1214080.578,1276273.678,1214080.578
1295,KCLX,1325538.24,1202229.35,-81.674489286834,32.989592363293,1325538.24,1277229.35,1325538.24,1127229.35,1400538.24,1202229.35,1250538.24,1202229.35,1325538.24,1352229.35,1325538.24,1052229.35,1475538.24,1202229.35,1175538.24,1202229.35
1296,KCLX,1334426.661,1181489.701,-81.6135608597199,32.7938548069518,1334426.661,1256489.701,1334426.661,1106489.701,1409426.661,1181489.701,1259426.661,1181489.701,1334426.661,1331489.701,1334426.661,1031489.701,1484426.661,1181489.701,1184426.661,1181489.701
1297,KCLX,1408496.836,1137047.596,-80.9035700755906,32.2975158053667,1408496.836,1212047.596,1408496.836,1062047.596,1483496.836,1137047.596,1333496.836,1137047.596,1408496.836,1287047.596,1408496.836,987047.596,1558496.836,1137047.596,1258496.836,1137047.596
1298,KCLX,1414422.45,1187415.315,-80.7552710822665,32.7349891279274,1414422.45,1262415.315,1414422.45,1112415.315,1489422.45,1187415.315,1339422.45,1187415.315,1414422.45,1337415.315,1414422.45,1037415.315,1564422.45,1187415.315,1264422.45,1187415.315
1299,KCLX,1343315.082,1181489.701,-81.5192065423038,32.7818010004952,1343315.082,1256489.701,1343315.082,1106489.701,1418315.082,1181489.701,1268315.082,1181489.701,1343315.082,1331489.701,1343315.082,1031489.701,1493315.082,1181489.701,1193315.082,1181489.701
1300,KCLX,1384794.38,1172601.28,-81.0941679916007,32.6458097488688,1384794.38,1247601.28,1384794.38,1097601.28,1459794.38,1172601.28,1309794.38,1172601.28,1384794.38,1322601.28,1384794.38,1022601.28,1534794.38,1172601.28,1234794.38,1172601.28
