Unique.ID,Radar Stations,X,Y,X.Lon,Y.Lat,X.75.N,Y.75.N,X.75.S,Y.75.S,X.75.E,Y.75.E,X.75.W,Y.75.W,X.150.N,Y.150.N,X.150.S,Y.150.S,X.150.E,Y.150.E,X.150.W,Y.150.W
4662,KICT,-90683.506,1596282.681,-97.0341966958605,37.4018721813143,-90683.506,1671282.681,-90683.506,1521282.681,-15683.506,1596282.681,-165683.506,1596282.681,-90683.506,1746282.681,-90683.506,1446282.681,59316.494,1596282.681,-240683.506,1596282.681
4663,KICT,-64018.243,1637761.979,-96.733760604864,37.7741806654967,-64018.243,1712761.979,-64018.243,1562761.979,10981.757,1637761.979,-139018.243,1637761.979,-64018.243,1787761.979,-64018.243,1487761.979,85981.757,1637761.979,-214018.243,1637761.979
4664,KICT,-176604.909,1670352.856,-98.0319187603297,38.0503199718793,-176604.909,1745352.856,-176604.909,1595352.856,-101604.909,1670352.856,-251604.909,1670352.856,-176604.909,1820352.856,-176604.909,1520352.856,-26604.909,1670352.856,-326604.909,1670352.856
4665,KICT,-108460.348,1631836.365,-97.2422106664914,37.7171901631379,-108460.348,1706836.365,-108460.348,1556836.365,-33460.348,1631836.365,-183460.348,1631836.365,-108460.348,1781836.365,-108460.348,1481836.365,41539.652,1631836.365,-258460.348,1631836.365
4666,KICT,-126237.19,1551840.576,-97.4319778073005,37.0011897213948,-126237.19,1626840.576,-126237.19,1476840.576,-51237.19,1551840.576,-201237.19,1551840.576,-126237.19,1701840.576,-126237.19,1401840.576,23762.81,1551840.576,-276237.19,1551840.576
4667,KICT,-114385.962,1584431.453,-97.3026275970844,37.2935260149109,-114385.962,1659431.453,-114385.962,1509431.453,-39385.962,1584431.453,-189385.962,1584431.453,-114385.962,1734431.453,-114385.962,1434431.453,35614.038,1584431.453,-264385.962,1584431.453
4668,KICT,-105497.541,1685166.891,-97.2160967055677,38.1933113524643,-105497.541,1760166.891,-105497.541,1610166.891,-30497.541,1685166.891,-180497.541,1685166.891,-105497.541,1835166.891,-105497.541,1535166.891,44502.459,1685166.891,-255497.541,1685166.891
4669,KICT,-132162.804,1548877.769,-97.4986544458897,36.9739352629601,-132162.804,1623877.769,-132162.804,1473877.769,-57162.804,1548877.769,-207162.804,1548877.769,-132162.804,1698877.769,-132162.804,1398877.769,17837.196,1548877.769,-282162.804,1548877.769
4670,KICT,-99571.927,1617022.33,-97.1383882806562,37.5860137841936,-99571.927,1692022.33,-99571.927,1542022.33,-24571.927,1617022.33,-174571.927,1617022.33,-99571.927,1767022.33,-99571.927,1467022.33,50428.073,1617022.33,-249571.927,1617022.33
4671,KICT,-102534.734,1611096.716,-97.1714231143247,37.5328231016697,-102534.734,1686096.716,-102534.734,1536096.716,-27534.734,1611096.716,-177534.734,1611096.716,-102534.734,1761096.716,-102534.734,1461096.716,47465.266,1611096.716,-252534.734,1611096.716
4672,KICT,-114385.962,1569617.418,-97.3003194235494,37.161340529734,-114385.962,1644617.418,-114385.962,1494617.418,-39385.962,1569617.418,-189385.962,1569617.418,-114385.962,1719617.418,-114385.962,1419617.418,35614.038,1569617.418,-264385.962,1569617.418
4673,KICT,-129199.997,1697018.119,-97.4914239691832,38.296022065345,-129199.997,1772018.119,-129199.997,1622018.119,-54199.997,1697018.119,-204199.997,1697018.119,-129199.997,1847018.119,-129199.997,1547018.119,20800.003,1697018.119,-279199.997,1697018.119
4674,KICT,-138088.418,1566654.611,-97.5691638978792,37.1317098001272,-138088.418,1641654.611,-138088.418,1491654.611,-63088.418,1566654.611,-213088.418,1566654.611,-138088.418,1716654.611,-138088.418,1416654.611,11911.582,1566654.611,-288088.418,1566654.611
4675,KICT,-179567.716,1655538.821,-98.0622984008118,37.917610243095,-179567.716,1730538.821,-179567.716,1580538.821,-104567.716,1655538.821,-254567.716,1655538.821,-179567.716,1805538.821,-179567.716,1505538.821,-29567.716,1655538.821,-329567.716,1655538.821
4676,KICT,-64018.243,1634799.172,-96.7334985035166,37.747746141098,-64018.243,1709799.172,-64018.243,1559799.172,10981.757,1634799.172,-139018.243,1634799.172,-64018.243,1784799.172,-64018.243,1484799.172,85981.757,1634799.172,-214018.243,1634799.172
4677,KICX,-1397281.393,1744423.031,-112.069388402125,37.6714929568157,-1397281.393,1819423.031,-1397281.393,1669423.031,-1322281.393,1744423.031,-1472281.393,1744423.031,-1397281.393,1894423.031,-1397281.393,1594423.031,-1247281.393,1744423.031,-1547281.393,1744423.031
4678,KICX,-1456537.533,1670352.856,-112.590064246056,36.9298335542947,-1456537.533,1745352.856,-1456537.533,1595352.856,-1381537.533,1670352.856,-1531537.533,1670352.856,-1456537.533,1820352.856,-1456537.533,1520352.856,-1306537.533,1670352.856,-1606537.533,1670352.856
4679,KICX,-1429872.27,1682204.084,-112.315271009506,37.0750153593424,-1429872.27,1757204.084,-1429872.27,1607204.084,-1354872.27,1682204.084,-1504872.27,1682204.084,-1429872.27,1832204.084,-1429872.27,1532204.084,-1279872.27,1682204.084,-1579872.27,1682204.084
4680,KICX,-1450611.919,1729608.996,-112.640925763825,37.4597701210604,-1450611.919,1804608.996,-1450611.919,1654608.996,-1375611.919,1729608.996,-1525611.919,1729608.996,-1450611.919,1879608.996,-1450611.919,1579608.996,-1300611.919,1729608.996,-1600611.919,1729608.996
4681,KICX,-1483202.796,1744423.031,-113.037077992535,37.5386269191175,-1483202.796,1819423.031,-1483202.796,1669423.031,-1408202.796,1744423.031,-1558202.796,1744423.031,-1483202.796,1894423.031,-1483202.796,1594423.031,-1333202.796,1744423.031,-1633202.796,1744423.031
4682,KICX,-1468388.761,1750348.645,-112.882451463092,37.6141247798081,-1468388.761,1825348.645,-1468388.761,1675348.645,-1393388.761,1750348.645,-1543388.761,1750348.645,-1468388.761,1900348.645,-1468388.761,1600348.645,-1318388.761,1750348.645,-1618388.761,1750348.645
4683,KICX,-1444686.305,1815530.399,-112.746252171151,38.2238291263413,-1444686.305,1890530.399,-1444686.305,1740530.399,-1369686.305,1815530.399,-1519686.305,1815530.399,-1444686.305,1965530.399,-1444686.305,1665530.399,-1294686.305,1815530.399,-1594686.305,1815530.399
4684,KICX,-1477277.182,1747385.838,-112.976468620822,37.5740529990147,-1477277.182,1822385.838,-1477277.182,1672385.838,-1402277.182,1747385.838,-1552277.182,1747385.838,-1477277.182,1897385.838,-1477277.182,1597385.838,-1327277.182,1747385.838,-1627277.182,1747385.838
4685,KICX,-1438760.691,1756274.259,-112.560479922941,37.7124558449805,-1438760.691,1831274.259,-1438760.691,1681274.259,-1363760.691,1756274.259,-1513760.691,1756274.259,-1438760.691,1906274.259,-1438760.691,1606274.259,-1288760.691,1756274.259,-1588760.691,1756274.259
4686,KICX,-1515793.673,1791827.943,-113.50232792185,37.9020798034109,-1515793.673,1866827.943,-1515793.673,1716827.943,-1440793.673,1791827.943,-1590793.673,1791827.943,-1515793.673,1941827.943,-1515793.673,1641827.943,-1365793.673,1791827.943,-1665793.673,1791827.943
4687,KICX,-1409132.621,1694055.312,-112.105855886878,37.2106605472981,-1409132.621,1769055.312,-1409132.621,1619055.312,-1334132.621,1694055.312,-1484132.621,1694055.312,-1409132.621,1844055.312,-1409132.621,1544055.312,-1259132.621,1694055.312,-1559132.621,1694055.312
4688,KICX,-1403207.007,1753311.452,-112.153443409136,37.7407422779058,-1403207.007,1828311.452,-1403207.007,1678311.452,-1328207.007,1753311.452,-1478207.007,1753311.452,-1403207.007,1903311.452,-1403207.007,1603311.452,-1253207.007,1753311.452,-1553207.007,1753311.452
4689,KICX,-1500979.638,1759237.066,-113.267423941904,37.6401886697287,-1500979.638,1834237.066,-1500979.638,1684237.066,-1425979.638,1759237.066,-1575979.638,1759237.066,-1500979.638,1909237.066,-1500979.638,1609237.066,-1350979.638,1759237.066,-1650979.638,1759237.066
4690,KICX,-1492091.217,1771088.294,-113.19178662465,37.7584981322708,-1492091.217,1846088.294,-1492091.217,1696088.294,-1417091.217,1771088.294,-1567091.217,1771088.294,-1492091.217,1921088.294,-1492091.217,1621088.294,-1342091.217,1771088.294,-1642091.217,1771088.294
4691,KICX,-1441723.498,1732571.803,-112.546872975689,37.4995839042559,-1441723.498,1807571.803,-1441723.498,1657571.803,-1366723.498,1732571.803,-1516723.498,1732571.803,-1441723.498,1882571.803,-1441723.498,1582571.803,-1291723.498,1732571.803,-1591723.498,1732571.803
4692,KICX,-1509868.059,1714794.961,-113.27551861682,37.235819530267,-1509868.059,1789794.961,-1509868.059,1639794.961,-1434868.059,1714794.961,-1584868.059,1714794.961,-1509868.059,1864794.961,-1509868.059,1564794.961,-1359868.059,1714794.961,-1659868.059,1714794.961
4693,KICX,-1509868.059,1691092.505,-113.226895643703,37.0277704339594,-1509868.059,1766092.505,-1509868.059,1616092.505,-1434868.059,1691092.505,-1584868.059,1691092.505,-1509868.059,1841092.505,-1509868.059,1541092.505,-1359868.059,1691092.505,-1659868.059,1691092.505
4694,KICX,-1515793.673,1747385.838,-113.40937384035,37.5122149596425,-1515793.673,1822385.838,-1515793.673,1672385.838,-1440793.673,1747385.838,-1590793.673,1747385.838,-1515793.673,1897385.838,-1515793.673,1597385.838,-1365793.673,1747385.838,-1665793.673,1747385.838
4695,KICX,-1486165.603,1753311.452,-113.088545579237,37.6119405304824,-1486165.603,1828311.452,-1486165.603,1678311.452,-1411165.603,1753311.452,-1561165.603,1753311.452,-1486165.603,1903311.452,-1486165.603,1603311.452,-1336165.603,1753311.452,-1636165.603,1753311.452
4696,KICX,-1418021.042,1717757.768,-112.251368654112,37.4056755185439,-1418021.042,1792757.768,-1418021.042,1642757.768,-1343021.042,1717757.768,-1493021.042,1717757.768,-1418021.042,1867757.768,-1418021.042,1567757.768,-1268021.042,1717757.768,-1568021.042,1717757.768
4697,KICX,-1447649.112,1685166.891,-112.519891790718,37.0737917987181,-1447649.112,1760166.891,-1447649.112,1610166.891,-1372649.112,1685166.891,-1522649.112,1685166.891,-1447649.112,1835166.891,-1447649.112,1535166.891,-1297649.112,1685166.891,-1597649.112,1685166.891
4698,KICX,-1471351.568,1732571.803,-112.879880807279,37.4533281647423,-1471351.568,1807571.803,-1471351.568,1657571.803,-1396351.568,1732571.803,-1546351.568,1732571.803,-1471351.568,1882571.803,-1471351.568,1582571.803,-1321351.568,1732571.803,-1621351.568,1732571.803
4699,KICX,-1498016.831,1732571.803,-113.179230317643,37.4109182428474,-1498016.831,1807571.803,-1498016.831,1657571.803,-1423016.831,1732571.803,-1573016.831,1732571.803,-1498016.831,1882571.803,-1498016.831,1582571.803,-1348016.831,1732571.803,-1648016.831,1732571.803
4700,KICX,-1456537.533,1779976.715,-112.80864624523,37.8929820494362,-1456537.533,1854976.715,-1456537.533,1704976.715,-1381537.533,1779976.715,-1531537.533,1779976.715,-1456537.533,1929976.715,-1456537.533,1629976.715,-1306537.533,1779976.715,-1606537.533,1779976.715
4701,KICX,-1512830.866,1726646.189,-113.333132440381,37.3350395332223,-1512830.866,1801646.189,-1512830.866,1651646.189,-1437830.866,1726646.189,-1587830.866,1726646.189,-1512830.866,1876646.189,-1512830.866,1576646.189,-1362830.866,1726646.189,-1662830.866,1726646.189
4702,KICX,-1403207.007,1774051.101,-112.193735463034,37.9231133847419,-1403207.007,1849051.101,-1403207.007,1699051.101,-1328207.007,1774051.101,-1478207.007,1774051.101,-1403207.007,1924051.101,-1403207.007,1624051.101,-1253207.007,1774051.101,-1553207.007,1774051.101
4703,KICX,-1500979.638,1738497.417,-113.224652241043,37.4581703108313,-1500979.638,1813497.417,-1500979.638,1663497.417,-1425979.638,1738497.417,-1575979.638,1738497.417,-1500979.638,1888497.417,-1500979.638,1588497.417,-1350979.638,1738497.417,-1650979.638,1738497.417
4704,KICX,-1468388.761,1759237.066,-112.900434510807,37.6921832921658,-1468388.761,1834237.066,-1468388.761,1684237.066,-1393388.761,1759237.066,-1543388.761,1759237.066,-1468388.761,1909237.066,-1468388.761,1609237.066,-1318388.761,1759237.066,-1618388.761,1759237.066
4705,KICX,-1530607.708,1735534.61,-113.550834915491,37.3840713029562,-1530607.708,1810534.61,-1530607.708,1660534.61,-1455607.708,1735534.61,-1605607.708,1735534.61,-1530607.708,1885534.61,-1530607.708,1585534.61,-1380607.708,1735534.61,-1680607.708,1735534.61
4706,KICX,-1418021.042,1753311.452,-112.3206631393,37.7182685802616,-1418021.042,1828311.452,-1418021.042,1678311.452,-1343021.042,1753311.452,-1493021.042,1753311.452,-1418021.042,1903311.452,-1418021.042,1603311.452,-1268021.042,1753311.452,-1568021.042,1753311.452
4707,KICX,-1527644.901,1738497.417,-113.523820896719,37.4149115547176,-1527644.901,1813497.417,-1527644.901,1663497.417,-1452644.901,1738497.417,-1602644.901,1738497.417,-1527644.901,1888497.417,-1527644.901,1588497.417,-1377644.901,1738497.417,-1677644.901,1738497.417
4708,KICX,-1489128.41,1821456.013,-113.262661092082,38.2052831176094,-1489128.41,1896456.013,-1489128.41,1746456.013,-1414128.41,1821456.013,-1564128.41,1821456.013,-1489128.41,1971456.013,-1489128.41,1671456.013,-1339128.41,1821456.013,-1639128.41,1821456.013
4709,KICX,-1498016.831,1679241.277,-113.070555389389,36.942701396907,-1498016.831,1754241.277,-1498016.831,1604241.277,-1423016.831,1679241.277,-1573016.831,1679241.277,-1498016.831,1829241.277,-1498016.831,1529241.277,-1348016.831,1679241.277,-1648016.831,1679241.277
4710,KICX,-1468388.761,1803679.171,-112.990921319735,38.0824164547991,-1468388.761,1878679.171,-1468388.761,1728679.171,-1393388.761,1803679.171,-1543388.761,1803679.171,-1468388.761,1953679.171,-1468388.761,1653679.171,-1318388.761,1803679.171,-1618388.761,1803679.171
4711,KICX,-1489128.41,1688129.698,-112.989331756428,37.0348970645481,-1489128.41,1763129.698,-1489128.41,1613129.698,-1414128.41,1688129.698,-1564128.41,1688129.698,-1489128.41,1838129.698,-1489128.41,1538129.698,-1339128.41,1688129.698,-1639128.41,1688129.698
4712,KICX,-1477277.182,1800716.364,-113.08547670313,38.0422645527007,-1477277.182,1875716.364,-1477277.182,1725716.364,-1402277.182,1800716.364,-1552277.182,1800716.364,-1477277.182,1950716.364,-1477277.182,1650716.364,-1327277.182,1800716.364,-1627277.182,1800716.364
4713,KICX,-1545421.743,1735534.61,-113.716810716427,37.359683194533,-1545421.743,1810534.61,-1545421.743,1660534.61,-1470421.743,1735534.61,-1620421.743,1735534.61,-1545421.743,1885534.61,-1545421.743,1585534.61,-1395421.743,1735534.61,-1695421.743,1735534.61
4714,KICX,-1403207.007,1750348.645,-112.147703605474,37.7146876012769,-1403207.007,1825348.645,-1403207.007,1675348.645,-1328207.007,1750348.645,-1478207.007,1750348.645,-1403207.007,1900348.645,-1403207.007,1600348.645,-1253207.007,1750348.645,-1553207.007,1750348.645
4715,KICX,-1483202.796,1771088.294,-113.091575244315,37.7727255410513,-1483202.796,1846088.294,-1483202.796,1696088.294,-1408202.796,1771088.294,-1558202.796,1771088.294,-1483202.796,1921088.294,-1483202.796,1621088.294,-1333202.796,1771088.294,-1633202.796,1771088.294
4716,KICX,-1420983.849,1729608.996,-112.307742708559,37.5053708928483,-1420983.849,1804608.996,-1420983.849,1654608.996,-1345983.849,1729608.996,-1495983.849,1729608.996,-1420983.849,1879608.996,-1420983.849,1579608.996,-1270983.849,1729608.996,-1570983.849,1729608.996
4717,KICX,-1521719.287,1753311.452,-113.488292739449,37.5545463721171,-1521719.287,1828311.452,-1521719.287,1678311.452,-1446719.287,1753311.452,-1596719.287,1753311.452,-1521719.287,1903311.452,-1521719.287,1603311.452,-1371719.287,1753311.452,-1671719.287,1753311.452
4718,KICX,-1441723.498,1679241.277,-112.442033549703,37.0308273624556,-1441723.498,1754241.277,-1441723.498,1604241.277,-1366723.498,1679241.277,-1516723.498,1679241.277,-1441723.498,1829241.277,-1441723.498,1529241.277,-1291723.498,1679241.277,-1591723.498,1679241.277
4719,KICX,-1506905.252,1729608.996,-113.272830169924,37.3706152137434,-1506905.252,1804608.996,-1506905.252,1654608.996,-1431905.252,1729608.996,-1581905.252,1729608.996,-1506905.252,1879608.996,-1506905.252,1579608.996,-1356905.252,1729608.996,-1656905.252,1729608.996
4720,KICX,-1524682.094,1779976.715,-113.577614876923,37.7835822117986,-1524682.094,1854976.715,-1524682.094,1704976.715,-1449682.094,1779976.715,-1599682.094,1779976.715,-1524682.094,1929976.715,-1524682.094,1629976.715,-1374682.094,1779976.715,-1674682.094,1779976.715
4721,KICX,-1527644.901,1762199.873,-113.573530637865,37.6228117838505,-1527644.901,1837199.873,-1527644.901,1687199.873,-1452644.901,1762199.873,-1602644.901,1762199.873,-1527644.901,1912199.873,-1527644.901,1612199.873,-1377644.901,1762199.873,-1677644.901,1762199.873
4722,KICX,-1486165.603,1809604.785,-113.204461445374,38.10604975473,-1486165.603,1884604.785,-1486165.603,1734604.785,-1411165.603,1809604.785,-1561165.603,1809604.785,-1486165.603,1959604.785,-1486165.603,1659604.785,-1336165.603,1809604.785,-1636165.603,1809604.785
4723,KICX,-1480239.989,1702943.733,-112.919831524544,37.1790796498295,-1480239.989,1777943.733,-1480239.989,1627943.733,-1405239.989,1702943.733,-1555239.989,1702943.733,-1480239.989,1852943.733,-1480239.989,1552943.733,-1330239.989,1702943.733,-1630239.989,1702943.733
4724,KICX,-1462463.147,1670352.856,-112.65618636993,36.9206298940717,-1462463.147,1745352.856,-1462463.147,1595352.856,-1387463.147,1670352.856,-1537463.147,1670352.856,-1462463.147,1820352.856,-1462463.147,1520352.856,-1312463.147,1670352.856,-1612463.147,1670352.856
4725,KICX,-1412095.428,1788865.136,-112.323394490802,38.0398536570862,-1412095.428,1863865.136,-1412095.428,1713865.136,-1337095.428,1788865.136,-1487095.428,1788865.136,-1412095.428,1938865.136,-1412095.428,1638865.136,-1262095.428,1788865.136,-1562095.428,1788865.136
4726,KICX,-1527644.901,1753311.452,-113.554856846879,37.5448530590818,-1527644.901,1828311.452,-1527644.901,1678311.452,-1452644.901,1753311.452,-1602644.901,1753311.452,-1527644.901,1903311.452,-1527644.901,1603311.452,-1377644.901,1753311.452,-1677644.901,1753311.452
4727,KICX,-1441723.498,1774051.101,-112.629334188356,37.8640619670617,-1441723.498,1849051.101,-1441723.498,1699051.101,-1366723.498,1774051.101,-1516723.498,1774051.101,-1441723.498,1924051.101,-1441723.498,1624051.101,-1291723.498,1774051.101,-1591723.498,1774051.101
4728,KICX,-1459500.34,1812567.592,-112.908339960571,38.1745284341651,-1459500.34,1887567.592,-1459500.34,1737567.592,-1384500.34,1812567.592,-1534500.34,1812567.592,-1459500.34,1962567.592,-1459500.34,1662567.592,-1309500.34,1812567.592,-1609500.34,1812567.592
4729,KICX,-1435797.884,1779976.715,-112.574165333903,37.9253155174215,-1435797.884,1854976.715,-1435797.884,1704976.715,-1360797.884,1779976.715,-1510797.884,1779976.715,-1435797.884,1929976.715,-1435797.884,1629976.715,-1285797.884,1779976.715,-1585797.884,1779976.715
4730,KICX,-1453574.726,1762199.873,-112.739397845209,37.7414781220947,-1453574.726,1837199.873,-1453574.726,1687199.873,-1378574.726,1762199.873,-1528574.726,1762199.873,-1453574.726,1912199.873,-1453574.726,1612199.873,-1303574.726,1762199.873,-1603574.726,1762199.873
4731,KICX,-1438760.691,1729608.996,-112.507701664088,37.4781200582083,-1438760.691,1804608.996,-1438760.691,1654608.996,-1363760.691,1729608.996,-1513760.691,1729608.996,-1438760.691,1879608.996,-1438760.691,1579608.996,-1288760.691,1729608.996,-1588760.691,1729608.996
4732,KICX,-1432835.077,1741460.224,-112.464390122986,37.5914066723179,-1432835.077,1816460.224,-1432835.077,1666460.224,-1357835.077,1741460.224,-1507835.077,1741460.224,-1432835.077,1891460.224,-1432835.077,1591460.224,-1282835.077,1741460.224,-1582835.077,1741460.224
4733,KICX,-1420983.849,1768125.487,-112.383197693425,37.8439666013655,-1420983.849,1843125.487,-1420983.849,1693125.487,-1345983.849,1768125.487,-1495983.849,1768125.487,-1420983.849,1918125.487,-1420983.849,1618125.487,-1270983.849,1768125.487,-1570983.849,1768125.487
4734,KICX,-1524682.094,1765162.68,-113.546439033994,37.6536549038294,-1524682.094,1840162.68,-1524682.094,1690162.68,-1449682.094,1765162.68,-1599682.094,1765162.68,-1524682.094,1915162.68,-1524682.094,1615162.68,-1374682.094,1765162.68,-1674682.094,1765162.68
4735,KICX,-1441723.498,1762199.873,-112.605690948898,37.7599343066707,-1441723.498,1837199.873,-1441723.498,1687199.873,-1366723.498,1762199.873,-1516723.498,1762199.873,-1441723.498,1912199.873,-1441723.498,1612199.873,-1291723.498,1762199.873,-1591723.498,1762199.873
4736,KICX,-1477277.182,1797753.557,-113.079384381728,38.0162564375067,-1477277.182,1872753.557,-1477277.182,1722753.557,-1402277.182,1797753.557,-1552277.182,1797753.557,-1477277.182,1947753.557,-1477277.182,1647753.557,-1327277.182,1797753.557,-1627277.182,1797753.557
4737,KICX,-1429872.27,1768125.487,-112.483639593006,37.8303212485652,-1429872.27,1843125.487,-1429872.27,1693125.487,-1354872.27,1768125.487,-1504872.27,1768125.487,-1429872.27,1918125.487,-1429872.27,1618125.487,-1279872.27,1768125.487,-1579872.27,1768125.487
4738,KICX,-1432835.077,1699980.926,-112.383037430908,37.2267894582434,-1432835.077,1774980.926,-1432835.077,1624980.926,-1357835.077,1699980.926,-1507835.077,1699980.926,-1432835.077,1849980.926,-1432835.077,1549980.926,-1282835.077,1699980.926,-1582835.077,1699980.926
4739,KICX,-1503942.445,1815530.399,-113.418137592398,38.129310925565,-1503942.445,1890530.399,-1503942.445,1740530.399,-1428942.445,1815530.399,-1578942.445,1815530.399,-1503942.445,1965530.399,-1503942.445,1665530.399,-1353942.445,1815530.399,-1653942.445,1815530.399
4740,KICX,-1503942.445,1774051.101,-113.331497622277,37.7653973676737,-1503942.445,1849051.101,-1503942.445,1699051.101,-1428942.445,1774051.101,-1578942.445,1774051.101,-1503942.445,1924051.101,-1503942.445,1624051.101,-1353942.445,1774051.101,-1653942.445,1774051.101
4741,KICX,-1492091.217,1821456.013,-113.296254569155,38.2005032746601,-1492091.217,1896456.013,-1492091.217,1746456.013,-1417091.217,1821456.013,-1567091.217,1821456.013,-1492091.217,1971456.013,-1492091.217,1671456.013,-1342091.217,1821456.013,-1642091.217,1821456.013
4742,KICX,-1506905.252,1794790.75,-113.408179603,37.9425539358807,-1506905.252,1869790.75,-1506905.252,1719790.75,-1431905.252,1794790.75,-1581905.252,1794790.75,-1506905.252,1944790.75,-1506905.252,1644790.75,-1356905.252,1794790.75,-1656905.252,1794790.75
4743,KICX,-1471351.568,1714794.961,-112.844110889297,37.2971895728168,-1471351.568,1789794.961,-1471351.568,1639794.961,-1396351.568,1714794.961,-1546351.568,1714794.961,-1471351.568,1864794.961,-1471351.568,1564794.961,-1321351.568,1714794.961,-1621351.568,1714794.961
4744,KICX,-1527644.901,1705906.54,-113.455922255029,37.1289922275467,-1527644.901,1780906.54,-1527644.901,1630906.54,-1452644.901,1705906.54,-1602644.901,1705906.54,-1527644.901,1855906.54,-1527644.901,1555906.54,-1377644.901,1705906.54,-1677644.901,1705906.54
4745,KICX,-1465425.954,1732571.803,-112.813312478397,37.4626523205951,-1465425.954,1807571.803,-1465425.954,1657571.803,-1390425.954,1732571.803,-1540425.954,1732571.803,-1465425.954,1882571.803,-1465425.954,1582571.803,-1315425.954,1732571.803,-1615425.954,1732571.803
4746,KICX,-1542458.936,1738497.417,-113.689874418358,37.3905605763203,-1542458.936,1813497.417,-1542458.936,1663497.417,-1467458.936,1738497.417,-1617458.936,1738497.417,-1542458.936,1888497.417,-1542458.936,1588497.417,-1392458.936,1738497.417,-1692458.936,1738497.417
4747,KICX,-1456537.533,1824418.82,-112.898892821073,38.2832709601604,-1456537.533,1899418.82,-1456537.533,1749418.82,-1381537.533,1824418.82,-1531537.533,1824418.82,-1456537.533,1974418.82,-1456537.533,1674418.82,-1306537.533,1824418.82,-1606537.533,1824418.82
4748,KICX,-1403207.007,1747385.838,-112.141967840123,37.6886324942415,-1403207.007,1822385.838,-1403207.007,1672385.838,-1328207.007,1747385.838,-1478207.007,1747385.838,-1403207.007,1897385.838,-1403207.007,1597385.838,-1253207.007,1747385.838,-1553207.007,1747385.838
4749,KICX,-1459500.34,1676278.47,-112.634820925944,36.9773139871391,-1459500.34,1751278.47,-1459500.34,1601278.47,-1384500.34,1676278.47,-1534500.34,1676278.47,-1459500.34,1826278.47,-1459500.34,1526278.47,-1309500.34,1676278.47,-1609500.34,1676278.47
4750,KICX,-1495054.024,1768125.487,-113.219064186324,37.7277348431276,-1495054.024,1843125.487,-1495054.024,1693125.487,-1420054.024,1768125.487,-1570054.024,1768125.487,-1495054.024,1918125.487,-1495054.024,1618125.487,-1345054.024,1768125.487,-1645054.024,1768125.487
4751,KICX,-1483202.796,1670352.856,-112.887485139973,36.8881315500242,-1483202.796,1745352.856,-1483202.796,1595352.856,-1408202.796,1670352.856,-1558202.796,1670352.856,-1483202.796,1820352.856,-1483202.796,1520352.856,-1333202.796,1670352.856,-1633202.796,1670352.856
4752,KICX,-1533570.515,1788865.136,-113.696605931575,37.8468916060974,-1533570.515,1863865.136,-1533570.515,1713865.136,-1458570.515,1788865.136,-1608570.515,1788865.136,-1533570.515,1938865.136,-1533570.515,1638865.136,-1383570.515,1788865.136,-1683570.515,1788865.136
4753,KICX,-1444686.305,1818493.206,-112.752243782081,38.249853055641,-1444686.305,1893493.206,-1444686.305,1743493.206,-1369686.305,1818493.206,-1519686.305,1818493.206,-1444686.305,1968493.206,-1444686.305,1668493.206,-1294686.305,1818493.206,-1594686.305,1818493.206
4754,KICX,-1530607.708,1738497.417,-113.557040294535,37.4100595383489,-1530607.708,1813497.417,-1530607.708,1663497.417,-1455607.708,1738497.417,-1605607.708,1738497.417,-1530607.708,1888497.417,-1530607.708,1588497.417,-1380607.708,1738497.417,-1680607.708,1738497.417
4755,KICX,-1495054.024,1702943.733,-113.085554876357,37.1555531308382,-1495054.024,1777943.733,-1495054.024,1627943.733,-1420054.024,1702943.733,-1570054.024,1702943.733,-1495054.024,1852943.733,-1495054.024,1552943.733,-1345054.024,1702943.733,-1645054.024,1702943.733
4756,KICX,-1453574.726,1809604.785,-112.835104997454,38.1578468809209,-1453574.726,1884604.785,-1453574.726,1734604.785,-1378574.726,1809604.785,-1528574.726,1809604.785,-1453574.726,1959604.785,-1453574.726,1659604.785,-1303574.726,1809604.785,-1603574.726,1809604.785
4757,KICX,-1521719.287,1723683.382,-113.426553425767,37.2946169474162,-1521719.287,1798683.382,-1521719.287,1648683.382,-1446719.287,1723683.382,-1596719.287,1723683.382,-1521719.287,1873683.382,-1521719.287,1573683.382,-1371719.287,1723683.382,-1671719.287,1723683.382
4758,KICX,-1474314.375,1735534.61,-112.919146251938,37.4746721044765,-1474314.375,1810534.61,-1474314.375,1660534.61,-1399314.375,1735534.61,-1549314.375,1735534.61,-1474314.375,1885534.61,-1474314.375,1585534.61,-1324314.375,1735534.61,-1624314.375,1735534.61
4759,KICX,-1480239.989,1809604.785,-113.137344466831,38.115550131354,-1480239.989,1884604.785,-1480239.989,1734604.785,-1405239.989,1809604.785,-1555239.989,1809604.785,-1480239.989,1959604.785,-1480239.989,1659604.785,-1330239.989,1809604.785,-1630239.989,1809604.785
4760,KICX,-1462463.147,1791827.943,-112.899666754464,37.9877338638,-1462463.147,1866827.943,-1462463.147,1716827.943,-1387463.147,1791827.943,-1537463.147,1791827.943,-1462463.147,1941827.943,-1462463.147,1641827.943,-1312463.147,1791827.943,-1612463.147,1791827.943
4761,KICX,-1426909.463,1750348.645,-112.415114998931,37.6786321149555,-1426909.463,1825348.645,-1426909.463,1675348.645,-1351909.463,1750348.645,-1501909.463,1750348.645,-1426909.463,1900348.645,-1426909.463,1600348.645,-1276909.463,1750348.645,-1576909.463,1750348.645
